id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,month_sold,yr_sold
6865200140,485000.0,4,1.0,1600,4300,1.5,0,0,3,7,1600,0.0,1916,0.0,98103,47.6648,-122.343,1610,4300,5,2014
16000397,189000.0,2,1.0,1200,9850,1.0,0,0,3,7,1200,0.0,1921,0.0,98002,47.3089,-122.21,1060,5095,12,2014
7983200060,230000.0,3,1.0,1250,9774,1.0,0,0,3,7,1250,0.0,1969,0.0,98003,47.3343,-122.306,1280,8850,4,2015
6300500875,385000.0,4,1.75,1620,4980,1.0,0,0,3,7,860,760.0,1947,0.0,98133,47.7025,-122.341,1400,4980,5,2014
7137970340,285000.0,5,2.5,2270,6300,2.0,0,0,2,8,2270,0.0,1995,0.0,98092,47.3266,-122.169,2240,7005,7,2014
8091400200,252700.0,2,1.5,1070,9643,1.0,0,0,2,7,1070,0.0,1985,0.0,98030,47.3533,-122.166,1220,8386,5,2014
3814700200,329000.0,3,2.25,2450,6500,2.0,0,0,3,8,2450,0.0,1985,0.0,98030,47.3739,-122.172,2200,6865,11,2014
1202000200,233000.0,3,2.0,1710,4697,1.5,0,0,4,6,1710,0.0,1941,0.0,98002,47.3048,-122.218,1030,4705,11,2014
1794500383,937000.0,3,1.75,2450,2691,2.0,0,0,2,8,1750,700.0,1915,0.0,98119,47.6386,-122.36,1760,3573,6,2014
3303700376,667000.0,3,1.0,1400,1581,1.5,0,0,4,8,1400,0.0,1909,0.0,98112,47.6221,-122.314,1860,3861,12,2014
5101402488,438000.0,3,1.75,1520,6380,1.0,0,0,2,7,790,730.0,1948,0.0,98115,47.695,-122.304,1520,6235,6,2014
1873100390,719000.0,4,2.5,2570,7173,2.0,0,0,2,8,2570,0.0,2005,0.0,98052,47.7073,-122.11,2630,6026,3,2015
8562750320,580500.0,3,2.5,2320,3980,2.0,0,0,2,8,2320,0.0,2003,0.0,98027,47.5391,-122.07,2580,3980,11,2014
2426039314,280000.0,2,1.5,1190,1265,3.0,0,0,2,7,1190,0.0,2005,0.0,98133,47.7274,-122.357,1390,1756,12,2014
461000390,687500.0,4,1.75,2330,5000,1.5,0,0,3,7,1510,820.0,1929,0.0,98117,47.6823,-122.368,1460,5000,6,2014
7589200193,535000.0,3,1.0,1090,3000,1.5,0,0,3,8,1090,0.0,1929,0.0,98117,47.6889,-122.375,1570,5080,11,2014
7955080270,322500.0,4,2.75,2060,6659,1.0,0,0,2,7,1280,780.0,1981,0.0,98058,47.4276,-122.157,2020,8720,12,2014
9547205180,696000.0,3,2.5,2300,3060,1.5,0,0,2,8,1510,790.0,1930,2002.0,98115,47.6827,-122.31,1590,3264,6,2014
2768000400,640000.0,4,2.0,2360,6000,2.0,0,0,3,8,2360,0.0,1904,0.0,98107,47.6702,-122.362,1730,4700,12,2014
7895500070,240000.0,4,1.0,1220,8075,1.0,0,0,1,7,890,330.0,1969,0.0,98001,47.3341,-122.282,1290,7800,2,2015
2078500320,605000.0,4,2.5,2620,7553,2.0,0,0,2,8,2620,0.0,1996,0.0,98056,47.5301,-122.18,2620,11884,6,2014
5547700270,625000.0,4,2.5,2570,5520,2.0,0,0,2,9,2570,0.0,2000,0.0,98074,47.6145,-122.027,2470,5669,7,2014
9270200160,685000.0,3,1.0,1570,2280,2.0,0,0,2,7,1570,0.0,1922,0.0,98119,47.6413,-122.364,1580,2640,10,2014
1432701230,309000.0,3,1.0,1280,9656,1.0,0,0,3,6,920,360.0,1959,0.0,98058,47.4485,-122.175,1340,8808,7,2014
8035350320,488000.0,3,2.5,3160,13603,2.0,0,0,2,8,3160,0.0,2003,0.0,98019,47.7443,-121.977,3050,9232,7,2014
8945200830,210490.0,3,1.0,990,8528,1.0,0,0,2,6,990,0.0,1966,0.0,98023,47.3066,-122.371,1228,8840,3,2015
4178300310,785000.0,4,2.5,2290,13416,2.0,0,0,3,9,2290,0.0,1981,0.0,98007,47.6194,-122.151,2680,13685,7,2014
9215400105,450000.0,3,1.75,1250,5963,1.0,0,0,3,7,1250,0.0,1953,0.0,98115,47.6796,-122.301,970,5100,4,2015
5245600105,228000.0,3,1.0,1190,9199,1.0,0,0,2,7,1190,0.0,1955,0.0,98148,47.4258,-122.322,1190,9364,9,2014
7518505990,600000.0,3,1.75,1410,4080,1.0,0,0,3,7,1000,410.0,1950,0.0,98117,47.6808,-122.384,1410,4080,12,2014
3626039271,585000.0,2,1.75,1980,8550,1.0,0,0,2,7,990,990.0,1981,0.0,98117,47.6989,-122.369,1480,6738,2,2015
4217401195,920000.0,5,2.25,2730,6000,1.5,0,0,2,8,2130,600.0,1927,0.0,98105,47.6571,-122.281,2730,6000,3,2015
9822700295,885000.0,4,2.5,2830,5000,2.0,0,0,2,9,2830,0.0,1995,0.0,98105,47.6597,-122.29,1950,5000,5,2014
9478500640,292500.0,4,2.5,2250,4495,2.0,0,0,2,7,2250,0.0,2008,0.0,98042,47.3663,-122.114,2250,4500,8,2014
2799800710,301000.0,3,2.5,2420,4750,2.0,0,0,2,8,2420,0.0,2003,0.0,98042,47.3663,-122.122,2690,4750,4,2015
8079040320,430000.0,4,3.0,1850,9976,2.0,0,0,2,8,1850,0.0,1991,0.0,98059,47.5059,-122.149,2270,8542,2,2015
9558200045,289000.0,3,1.75,1260,8400,1.0,0,0,2,7,1260,0.0,1954,0.0,98148,47.4366,-122.335,1290,8750,8,2014
5072410070,505000.0,3,1.75,2519,8690,2.0,0,0,4,8,2519,0.0,1973,0.0,98166,47.4428,-122.344,2500,9500,10,2014
9528102996,549000.0,3,1.75,1540,1044,3.0,0,0,2,8,1540,0.0,2014,0.0,98115,47.6765,-122.32,1580,3090,12,2014
1189001180,425000.0,3,2.25,1660,6000,1.0,0,0,2,7,1110,550.0,1979,0.0,98122,47.6113,-122.297,1440,4080,6,2014
3253500160,317625.0,3,2.75,2770,3809,1.5,0,0,4,7,1770,1000.0,1925,0.0,98144,47.5747,-122.304,1440,4000,11,2014
3394100030,975000.0,4,2.5,2720,11049,2.0,0,0,2,10,2720,0.0,1989,0.0,98004,47.5815,-122.192,2750,11049,9,2014
3717000160,287000.0,4,2.5,2240,4648,2.0,0,0,2,7,2240,0.0,2005,0.0,98001,47.3378,-122.257,2221,4557,10,2014
1274500060,204000.0,3,1.0,1000,12070,1.0,0,0,3,7,1000,0.0,1968,0.0,98042,47.3621,-122.11,1010,12635,8,2014
1049000060,325000.0,3,2.0,1260,5612,1.0,0,0,3,7,1260,0.0,1972,0.0,98034,47.7362,-122.179,1640,4745,1,2015
8820901275,571000.0,4,2.0,2750,7807,1.5,0,0,4,7,2250,500.0,1916,0.0,98125,47.7168,-122.287,1510,7807,6,2014
5416510140,360000.0,4,2.5,2380,5000,2.0,0,0,2,8,2380,0.0,2005,0.0,98038,47.3608,-122.036,2420,5000,7,2014
4036801170,380000.0,4,1.75,1760,7300,1.0,0,0,2,7,880,880.0,1956,0.0,98008,47.6034,-122.125,1680,7500,10,2014
2391600320,480000.0,3,1.0,1040,5060,1.0,0,0,2,7,1040,0.0,1941,0.0,98116,47.5636,-122.394,890,5060,4,2015
6300000287,410000.0,3,1.0,1410,5060,1.0,0,0,3,7,910,500.0,1956,0.0,98133,47.7073,-122.34,1130,5693,6,2014
5104520400,390000.0,3,2.5,2350,5100,2.0,0,0,2,8,2350,0.0,2003,0.0,98038,47.3512,-122.008,2350,5363,12,2014
7437100340,360000.0,4,2.5,1900,5889,2.0,0,0,2,7,1900,0.0,1992,0.0,98038,47.349,-122.031,1870,6405,12,2014
9418400240,355000.0,2,1.0,2020,6720,1.0,0,0,2,7,1010,1010.0,1948,0.0,98118,47.5474,-122.291,1720,6720,10,2014
1523059105,356000.0,3,1.5,1680,8712,1.0,0,0,2,8,1680,0.0,1964,0.0,98059,47.4811,-122.149,1850,8797,1,2015
1133000671,315000.0,3,1.0,960,6634,1.0,0,0,2,6,960,0.0,1952,0.0,98125,47.7264,-122.31,1570,7203,6,2014
4232902595,940000.0,3,1.5,2140,3600,2.0,0,0,2,9,1900,240.0,1925,0.0,98119,47.6337,-122.365,2020,4800,11,2014
2599001200,305000.0,5,2.25,2660,8400,1.5,0,0,4,7,2660,0.0,1961,0.0,98092,47.2909,-122.189,1590,8165,11,2014
3342103156,461000.0,3,3.25,2770,6278,2.0,0,0,2,9,1980,790.0,2006,0.0,98056,47.5228,-122.199,1900,7349,6,2014
1332700270,215000.0,2,2.25,1610,2040,2.0,0,0,3,7,1610,0.0,1979,0.0,98056,47.518,-122.194,1950,2025,5,2014
3869900162,335000.0,2,1.75,1030,1066,2.0,0,0,2,7,765,265.0,2006,0.0,98136,47.5394,-122.387,1030,1106,9,2014
2791500270,243500.0,4,2.5,1980,7403,2.0,0,0,2,7,1980,0.0,1988,0.0,98023,47.2897,-122.372,1980,7510,5,2014
4168000060,153000.0,3,1.0,1200,10500,1.0,0,0,2,7,1200,0.0,1962,0.0,98023,47.322,-122.351,1350,10500,2,2015
6021501535,430000.0,3,1.5,1580,5000,1.0,0,0,2,8,1290,290.0,1939,0.0,98117,47.687,-122.386,1570,4500,7,2014
6021501535,700000.0,3,1.5,1580,5000,1.0,0,0,2,8,1290,290.0,1939,0.0,98117,47.687,-122.386,1570,4500,12,2014
1483300570,905000.0,4,2.5,3300,10250,1.0,0,0,2,7,2390,910.0,1946,1991.0,98040,47.5873,-122.249,1950,6045,9,2014
3422049190,247500.0,3,1.75,1960,15681,1.0,0,0,2,7,1960,0.0,1967,0.0,98032,47.3576,-122.277,1750,15616,3,2015
1099611230,199000.0,4,1.5,1160,6400,1.0,0,0,3,7,1160,0.0,1975,0.0,98023,47.3036,-122.378,1160,6400,9,2014
1952200240,850830.0,3,2.5,2070,13241,1.5,0,0,4,9,1270,800.0,1910,0.0,98102,47.6415,-122.315,2200,4500,6,2014
5200100125,555000.0,3,2.0,1980,3478,1.5,0,0,3,7,1440,540.0,1929,0.0,98117,47.6775,-122.372,1610,3478,10,2014
2450000295,1090000.0,3,2.5,2920,8113,2.0,0,0,2,8,2920,0.0,1950,2010.0,98004,47.5814,-122.196,2370,8113,10,2014
1328310370,375000.0,3,2.5,2340,10005,1.0,0,0,3,8,1460,880.0,1978,0.0,98058,47.4431,-122.133,2250,8162,4,2015
546000875,460000.0,3,1.0,1670,4005,1.5,0,0,3,7,1170,500.0,1939,0.0,98117,47.6878,-122.38,1240,4005,5,2014
3530510041,188500.0,2,1.75,1240,2493,1.0,0,0,3,8,1240,0.0,1985,0.0,98198,47.3813,-122.322,1270,4966,7,2014
3134100116,470000.0,5,1.75,2030,12342,2.0,0,0,3,7,2030,0.0,1942,0.0,98052,47.6417,-122.109,2500,9433,8,2014
9545230140,597750.0,4,2.5,2310,9624,2.0,0,0,2,8,2310,0.0,1984,0.0,98027,47.5386,-122.053,1940,9636,7,2014
3362400511,570000.0,3,1.75,1260,3328,1.0,0,0,4,6,700,560.0,1905,0.0,98103,47.6823,-122.349,1380,3536,3,2015
2525310310,272500.0,3,1.75,1540,12600,1.0,0,0,3,7,1160,0.0,1980,0.0,98038,47.3624,-122.031,1540,11656,9,2014
6126500060,329950.0,3,1.75,2080,5969,1.0,0,2,2,7,1080,1000.0,1971,0.0,98108,47.5474,-122.295,2090,5500,11,2014
8961960160,480000.0,4,2.5,3230,16171,2.0,0,0,2,9,2520,710.0,2001,0.0,98001,47.3183,-122.253,2640,8517,10,2014
3362400431,518500.0,3,3.5,1590,1102,3.0,0,0,2,8,1590,0.0,2010,0.0,98103,47.6824,-122.347,1620,3166,6,2014
4060000240,205425.0,2,1.0,880,6780,1.0,0,0,3,6,880,0.0,1945,0.0,98178,47.5009,-122.248,1190,6780,6,2014
3454800060,171800.0,4,2.0,1570,9600,1.0,0,0,2,6,1570,0.0,1950,0.0,98168,47.4965,-122.303,1880,9000,1,2015
1695900060,535000.0,4,1.0,1610,2982,1.5,0,0,3,7,1610,0.0,1925,0.0,98144,47.587,-122.294,1610,4040,5,2015
7278700070,660000.0,3,2.5,2400,6474,1.0,0,2,2,8,1560,840.0,1964,0.0,98177,47.7728,-122.386,2340,10856,1,2015
6675500070,391500.0,3,2.0,1450,9132,1.0,0,0,2,7,1450,0.0,1987,0.0,98034,47.7288,-122.226,1580,9104,11,2014
3626039187,395000.0,2,1.0,770,6000,1.0,0,0,2,6,770,0.0,1953,0.0,98117,47.6999,-122.364,1710,6000,4,2015
3524049083,445000.0,4,1.75,2100,4400,1.5,0,0,4,7,1720,380.0,1924,0.0,98118,47.5299,-122.266,1850,4400,11,2014
3275860240,770000.0,3,2.25,2910,10204,2.0,0,0,2,9,2910,0.0,1990,0.0,98052,47.6897,-122.098,2700,13992,6,2014
4058801670,445000.0,3,2.25,2100,8201,1.0,0,2,2,8,1620,480.0,1967,0.0,98178,47.5091,-122.244,2660,8712,7,2014
8732020310,260000.0,4,2.25,2160,8811,1.0,0,0,2,8,1360,800.0,1978,0.0,98023,47.3129,-122.39,2090,8400,7,2014
2331300505,822500.0,5,3.5,2320,4960,2.0,0,0,4,7,1720,600.0,1926,0.0,98103,47.6763,-122.352,1700,4960,6,2014
7853210060,430000.0,4,2.5,2070,4310,2.0,0,0,2,7,2070,0.0,2004,0.0,98065,47.5319,-121.85,1970,3748,4,2015
3668000070,212000.0,3,1.75,1060,7875,1.0,0,0,3,7,1060,0.0,1986,0.0,98092,47.2761,-122.152,1420,7680,1,2015
9545240070,660500.0,4,2.25,2010,9603,1.0,0,0,2,8,1440,570.0,1986,0.0,98027,47.5343,-122.054,2060,9793,4,2015
8929000270,453246.0,3,2.5,2010,2287,2.0,0,0,2,8,1390,620.0,2014,0.0,98029,47.5517,-121.998,1690,1662,5,2014
2767602356,675000.0,4,3.5,2140,2278,3.0,0,0,2,9,2140,0.0,2005,0.0,98107,47.6734,-122.38,1540,2285,1,2015
921049315,199000.0,3,1.75,1320,17390,1.0,0,0,3,7,1320,0.0,1956,0.0,98003,47.3257,-122.296,1550,19265,8,2014
3655000070,220000.0,4,1.75,2020,7840,1.0,0,0,2,7,1010,1010.0,1968,0.0,98003,47.3309,-122.299,1750,8140,8,2014
4027700812,452000.0,4,2.25,2590,10002,1.0,0,0,3,8,1340,1250.0,1968,0.0,98028,47.7689,-122.266,1550,10436,5,2014
3992700335,382500.0,2,1.0,1190,4440,1.0,0,0,2,6,1190,0.0,1981,0.0,98125,47.7135,-122.287,1060,5715,7,2014
2767603505,519950.0,3,2.25,1170,1249,3.0,0,0,2,8,1170,0.0,2014,0.0,98107,47.6722,-122.381,1350,1310,5,2014
4232901525,665000.0,2,1.0,1110,3200,1.0,0,0,2,7,1110,0.0,1925,0.0,98119,47.6338,-122.358,1170,3600,6,2014
1432900240,205000.0,3,1.0,1610,8579,1.0,0,0,3,7,1010,600.0,1962,0.0,98058,47.4563,-122.171,1610,8579,5,2015
6140100875,420000.0,3,1.0,1060,8097,1.0,0,0,3,7,940,120.0,1923,0.0,98133,47.7144,-122.351,1560,7940,4,2015
6071600370,500000.0,4,2.25,2030,8517,1.0,0,0,3,8,1380,650.0,1961,0.0,98006,47.5495,-122.174,2230,8824,2,2015
809001525,890000.0,4,1.0,2550,4000,2.0,0,0,2,8,2370,180.0,1905,0.0,98109,47.6354,-122.353,2200,4000,6,2014
8075400570,258000.0,5,2.0,2260,12500,1.0,0,0,3,8,1130,1130.0,1960,0.0,98032,47.3887,-122.286,1360,18000,10,2014
1994200024,511000.0,3,1.0,1430,3455,1.0,0,0,2,7,980,450.0,1947,0.0,98103,47.6873,-122.336,1450,4599,11,2014
3362900810,532170.0,3,2.0,1360,3090,2.0,0,0,2,8,1360,0.0,1990,0.0,98103,47.6838,-122.353,1500,3090,8,2014
1324300398,560000.0,3,1.0,1110,5000,1.5,0,0,2,7,1110,0.0,1947,0.0,98107,47.655,-122.359,1420,5000,4,2015
537000445,282950.0,3,1.0,1250,8200,1.0,0,0,3,7,1250,0.0,1954,0.0,98003,47.3255,-122.304,1680,8633,3,2015
8960000030,215000.0,3,1.0,1180,7669,1.0,0,0,3,7,1180,0.0,1967,0.0,98058,47.4479,-122.176,1190,7669,7,2014
8731900200,320000.0,4,2.75,2640,7500,1.0,0,0,2,8,1620,1020.0,1967,0.0,98023,47.3135,-122.369,1980,7875,8,2014
8029200135,247000.0,3,2.0,1270,7198,1.5,0,0,2,7,1270,0.0,1916,2013.0,98022,47.2086,-121.996,1160,7198,11,2014
1081200350,320000.0,4,1.75,1760,11180,1.0,0,0,3,8,1760,0.0,1968,0.0,98059,47.4715,-122.118,1730,11180,10,2014
84000105,255000.0,5,2.25,2060,8632,1.0,0,0,2,7,1030,1030.0,1962,0.0,98146,47.4877,-122.335,1010,11680,5,2014
3756500060,438000.0,3,1.75,1780,9660,1.0,0,0,2,7,1780,0.0,1962,0.0,98034,47.7171,-122.193,1200,9660,3,2015
3574800520,441000.0,3,2.75,1910,7280,1.0,0,0,2,7,1160,750.0,1979,0.0,98034,47.7319,-122.224,1710,8152,6,2014
2558660270,370000.0,3,1.75,1580,7000,1.0,0,0,2,7,1180,400.0,1976,0.0,98034,47.7209,-122.168,1640,7500,12,2014
2009000370,269950.0,2,1.75,1340,7250,1.0,0,0,4,5,700,640.0,1949,0.0,98198,47.408,-122.327,1830,9750,2,2015
1836980160,807100.0,4,2.5,2680,4499,2.0,0,0,2,9,2680,0.0,1999,0.0,98006,47.565,-122.125,2920,4500,3,2015
3261020370,653000.0,3,2.5,2680,9750,1.0,0,0,3,8,1610,1070.0,1979,0.0,98034,47.7028,-122.231,2480,8750,6,2014
1755700060,371500.0,3,2.0,1370,8336,1.0,0,0,4,7,1370,0.0,1964,0.0,98133,47.7458,-122.331,1770,7288,6,2014
9542800700,272000.0,3,1.75,2160,7140,1.0,0,0,3,7,1670,490.0,1978,0.0,98023,47.3026,-122.374,1930,7350,1,2015
1999700045,313000.0,3,1.5,1340,7912,1.5,0,0,2,7,1340,0.0,1955,0.0,98133,47.7658,-122.339,1480,7940,5,2014
1687900520,673000.0,4,2.25,2590,8190,2.0,0,0,3,8,2590,0.0,1980,0.0,98006,47.5619,-122.125,2260,8335,9,2014
7234600798,425000.0,3,2.5,1120,1100,2.0,0,0,2,8,820,300.0,2008,0.0,98122,47.6106,-122.31,1590,1795,2,2015
3881900445,399950.0,5,2.75,1970,5400,1.0,0,0,2,7,1320,650.0,1986,0.0,98144,47.5868,-122.308,1280,2150,7,2014
2254502445,385000.0,3,1.0,1220,4800,1.0,0,0,2,6,1220,0.0,1901,0.0,98122,47.6101,-122.307,1200,4800,5,2014
5437810320,269950.0,3,1.5,1950,7560,1.0,0,2,3,7,1320,630.0,1975,0.0,98022,47.1976,-121.999,1950,8941,11,2014
9158100075,330000.0,2,1.0,1350,8220,1.0,0,0,2,7,1060,290.0,1949,0.0,98177,47.7224,-122.358,1540,8280,1,2015
3830630310,260000.0,3,2.5,1670,5797,2.0,0,0,2,7,1670,0.0,1988,0.0,98030,47.3505,-122.179,1670,6183,7,2014
8123100045,470000.0,4,3.0,2380,5125,1.5,0,0,3,7,1680,700.0,1925,0.0,98126,47.5384,-122.376,1410,5375,4,2015
3127200041,589000.0,4,3.0,2440,9600,2.0,0,0,4,7,2440,0.0,1961,0.0,98034,47.7044,-122.2,2290,9600,6,2014
6661200320,163500.0,2,1.5,1050,3419,2.0,0,0,2,7,1050,0.0,1996,0.0,98038,47.3848,-122.039,1050,3417,7,2014
11510310,835000.0,4,2.75,3130,13412,2.0,0,0,2,9,2140,990.0,1993,0.0,98052,47.6993,-122.102,2260,9984,9,2014
8731951370,269000.0,4,1.75,1490,10000,1.0,0,0,3,8,1100,390.0,1969,0.0,98023,47.3099,-122.379,2190,8910,4,2015
1954440060,560000.0,3,2.5,1900,8744,2.0,0,0,2,8,1900,0.0,1987,0.0,98074,47.62,-122.043,2030,8744,5,2014
2264500350,615000.0,4,1.0,1330,2400,1.5,0,0,3,6,1330,0.0,1901,0.0,98103,47.65,-122.34,1330,4400,4,2015
1115810060,585188.0,3,2.25,2230,10026,1.0,0,0,2,8,1430,800.0,1975,0.0,98052,47.6647,-122.153,2230,9340,12,2014
9477200200,305000.0,3,1.75,1650,9480,1.0,0,0,2,7,1220,430.0,1977,0.0,98034,47.726000000000006,-122.191,1540,8400,8,2014
1432600560,166950.0,3,1.0,1190,8820,1.0,0,0,2,6,1190,0.0,1959,0.0,98058,47.4616,-122.184,1230,7980,11,2014
2287000060,799000.0,3,2.5,2140,9897,1.0,0,0,3,8,2140,0.0,1959,0.0,98040,47.5505,-122.219,2680,10083,9,2014
3663500060,400000.0,3,2.5,2180,7508,1.0,0,0,3,7,1420,760.0,1962,0.0,98133,47.7606,-122.336,1900,7818,6,2014
3996900125,230000.0,3,1.0,1060,10228,1.0,0,0,2,7,1060,0.0,1948,0.0,98155,47.7481,-122.3,1570,10228,12,2014
7796450200,256883.0,3,2.5,1690,5025,2.0,0,0,2,8,1690,0.0,2003,0.0,98023,47.2779,-122.347,2550,5001,5,2014
7549802535,423000.0,4,2.0,1970,6480,1.5,0,0,4,7,1130,840.0,1920,0.0,98108,47.5511,-122.312,1500,6480,11,2014
3278600320,465000.0,3,2.5,2150,4084,2.0,0,0,2,8,2150,0.0,2007,0.0,98126,47.5488,-122.372,1750,2385,7,2014
3542300060,210000.0,3,1.0,860,11725,1.0,0,0,3,6,860,0.0,1943,0.0,98056,47.5093,-122.184,1300,9514,3,2015
2222059065,297000.0,3,2.5,1940,14952,2.0,0,0,2,8,1940,0.0,1994,0.0,98042,47.3777,-122.165,2030,10450,11,2014
7551300060,470000.0,3,1.0,1010,5000,1.0,0,0,2,7,1010,0.0,1952,0.0,98107,47.675,-122.394,1680,5000,7,2014
100600550,226500.0,3,1.5,1300,7370,1.0,0,0,3,7,900,400.0,1976,0.0,98023,47.3025,-122.37,1430,7500,8,2014
3211100860,274250.0,3,1.0,910,8450,1.0,0,0,3,6,910,0.0,1962,0.0,98059,47.4787,-122.158,1400,8040,3,2015
3456000310,840000.0,4,1.75,2480,11010,1.0,0,0,3,9,1630,850.0,1966,0.0,98040,47.5378,-122.219,2770,10744,8,2014
9526600140,677900.0,3,2.5,2440,4587,2.0,0,0,2,8,2440,0.0,2010,0.0,98052,47.7073,-122.114,2750,4587,9,2014
7465900060,425000.0,3,1.0,1010,5864,1.0,0,0,2,7,1010,0.0,1915,0.0,98116,47.5733,-122.381,1290,5000,2,2015
1222000055,180250.0,2,0.75,900,9600,1.0,0,0,2,6,900,0.0,1941,0.0,98166,47.4604,-122.339,1250,14280,11,2014
2310030510,320000.0,4,2.25,1550,7579,2.0,0,0,2,8,1550,0.0,1993,0.0,98038,47.354,-122.047,1630,6397,4,2015
1025049114,625504.0,3,2.25,1270,1566,2.0,0,0,2,8,1060,210.0,2014,0.0,98105,47.6647,-122.284,1160,1327,7,2014
8677300550,592500.0,4,2.5,2240,12032,1.0,0,0,2,9,2240,0.0,1983,0.0,98074,47.6143,-122.017,2520,12368,5,2014
4014400292,465000.0,3,2.5,2714,17936,2.0,0,0,2,9,2714,0.0,2005,0.0,98001,47.3185,-122.275,2590,18386,1,2015
1102000196,477000.0,4,2.75,1720,6270,2.0,0,0,2,8,1720,0.0,1978,0.0,98118,47.5458,-122.268,2130,8700,5,2014
257000138,280000.0,2,1.0,850,16400,1.0,0,0,2,6,850,0.0,1923,0.0,98168,47.4889,-122.299,1100,14459,1,2015
1909600046,445838.0,3,2.5,2250,5692,2.0,0,0,2,8,2250,0.0,2000,0.0,98146,47.5133,-122.379,1320,5390,7,2014
7611200125,467000.0,2,1.5,1320,10800,1.0,0,0,3,8,1320,0.0,1947,0.0,98177,47.7145,-122.367,2120,12040,10,2014
5611500140,686000.0,4,2.5,2760,6440,2.0,0,0,2,10,2760,0.0,1999,0.0,98075,47.5836,-122.026,3070,8127,8,2014
7138000260,279950.0,3,2.0,1750,9750,1.0,0,0,2,7,1350,400.0,1961,0.0,98198,47.398,-122.299,1900,10125,6,2014
1922059282,325000.0,3,2.25,2220,16020,1.0,0,0,3,8,1780,440.0,1966,0.0,98030,47.3758,-122.217,2080,9583,9,2014
705700390,328000.0,3,2.25,2020,8379,2.0,0,0,2,7,2020,0.0,1994,0.0,98038,47.3828,-122.023,2020,8031,9,2014
7454001200,390000.0,3,2.25,1250,7500,1.0,0,0,4,7,1250,0.0,1942,0.0,98146,47.5123,-122.373,1280,7392,6,2014
8682281200,479950.0,2,2.0,1510,6516,1.0,0,0,2,8,1510,0.0,2005,0.0,98053,47.7076,-122.013,1640,6009,3,2015
7972000200,264950.0,4,2.25,1720,9753,1.0,0,0,3,7,1120,600.0,1978,0.0,98023,47.2922,-122.371,1510,9753,5,2014
722059070,235000.0,3,1.0,1430,15246,1.0,0,0,3,7,980,450.0,1961,0.0,98031,47.4075,-122.214,1960,13068,1,2015
7202340400,516500.0,3,2.5,1480,4729,2.0,0,0,2,7,1480,0.0,2004,0.0,98053,47.6794,-122.034,2250,4729,3,2015
8096000060,655000.0,2,1.75,1450,15798,2.0,1,4,2,7,1230,220.0,1915,1978.0,98166,47.4497,-122.375,2030,13193,4,2015
2424000060,500000.0,4,2.75,2280,15347,1.0,0,0,4,7,2280,0.0,1960,0.0,98059,47.5218,-122.164,2280,15347,6,2014
943100260,213000.0,2,1.0,1000,10200,1.0,0,0,2,6,1000,0.0,1961,0.0,98024,47.5687,-121.899,1150,13702,11,2014
3677400445,475000.0,3,1.5,2480,5280,1.5,0,0,4,7,1620,860.0,1947,0.0,98108,47.5575,-122.303,2090,4800,9,2014
